Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q9BQ49,CS042_HUMAN,reviewed,UPF0608 protein C19orf42,C19orf42,Homo sapiens (Human),75
O75264,CS077_HUMAN,reviewed,Transmembrane protein C19orf77,C19orf77 HSPC323,Homo sapiens (Human),130
Q6PB30,CSAG1_HUMAN,reviewed,Putative chondrosarcoma-associated gene 1 protein (Cancer/testis antigen 24.1) (CT24.1) (Cancer/testis antigen CSAGE),CSAG1 CSAGE,Homo sapiens (Human),78
P07333,CSF1R_HUMAN,reviewed,Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R) (EC 2.7.10.1) (Proto-oncogene c-Fms) (CD antigen CD115),CSF1R FMS,Homo sapiens (Human),972
P09603,CSF1_HUMAN,reviewed,Macrophage colony-stimulating factor 1 (CSF-1) (M-CSF) (MCSF) (Lanimostim) [Cleaved into: Processed macrophage colony-stimulating factor 1],CSF1,Homo sapiens (Human),554
P15509,CSF2R_HUMAN,reviewed,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha (GM-CSF-R-alpha) (GMCSFR-alpha) (GMR-alpha) (CDw116) (CD antigen CD116),CSF2RA CSF2R CSF2RY,Homo sapiens (Human),400
P04141,CSF2_HUMAN,reviewed,Granulocyte-macrophage colony-stimulating factor (GM-CSF) (Colony-stimulating factor) (CSF) (Molgramostin) (Sargramostim),CSF2 GMCSF,Homo sapiens (Human),144
Q99062,CSF3R_HUMAN,reviewed,Granulocyte colony-stimulating factor receptor (G-CSF receptor) (G-CSF-R) (CD antigen CD114),CSF3R GCSFR,Homo sapiens (Human),836
P09919,CSF3_HUMAN,reviewed,Granulocyte colony-stimulating factor (G-CSF) (Pluripoietin) (Filgrastim) (Lenograstim),CSF3 C17orf33 GCSF,Homo sapiens (Human),207
Q14406,CSHL_HUMAN,reviewed,Chorionic somatomammotropin hormone-like 1 (Chorionic somatomammotropin-like) (Lactogen-like),CSHL1 CSHP1 CSL,Homo sapiens (Human),222
P01243,CSH_HUMAN,reviewed,Chorionic somatomammotropin hormone (Choriomammotropin) (Lactogen) (Placental lactogen) (PL),CSH1; CSH2,Homo sapiens (Human),217
Q96PZ7,CSMD1_HUMAN,reviewed,CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1),CSMD1 KIAA1890 UNQ5952/PRO19863,Homo sapiens (Human),3565
Q4G0I0,CSMT1_HUMAN,reviewed,Protein CCSMST1,CCSMST1 C16orf91,Homo sapiens (Human),132
P13611,CSPG2_HUMAN,reviewed,Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Chondroitin sulfate proteoglycan 2) (Glial hyaluronate-binding protein) (GHAP) (Large fibroblast proteoglycan) (PG-M),VCAN CSPG2,Homo sapiens (Human),3396
Q6UVK1,CSPG4_HUMAN,reviewed,Chondroitin sulfate proteoglycan 4 (Chondroitin sulfate proteoglycan NG2) (Melanoma chondroitin sulfate proteoglycan) (Melanoma-associated chondroitin sulfate proteoglycan),CSPG4 MCSP,Homo sapiens (Human),2322
O95196,CSPG5_HUMAN,reviewed,Chondroitin sulfate proteoglycan 5 (Acidic leucine-rich EGF-like domain-containing brain protein) (Neuroglycan C),CSPG5 CALEB NGC,Homo sapiens (Human),566
Q9H112,CST11_HUMAN,reviewed,Cystatin-11,CST11 CST8L,Homo sapiens (Human),138
Q9H114,CST1L_HUMAN,reviewed,Cystatin-like 1 (RCET11),CSTL1,Homo sapiens (Human),145
O60676,CST8_HUMAN,reviewed,Cystatin-8 (Cystatin-related epididymal spermatogenic protein),CST8 CRES,Homo sapiens (Human),142
Q9H4G1,CST9L_HUMAN,reviewed,Cystatin-9-like,CST9L UNQ1835/PRO3543,Homo sapiens (Human),147
Q5W188,CST9P_HUMAN,reviewed,Putative cystatin-9-like protein CST9LP1 (Cystatin-9-like pseudogene 1),CST9LP1,Homo sapiens (Human),147
Q5W186,CST9_HUMAN,reviewed,Cystatin-9 (Cystatin-like molecule),CST9 CLM,Homo sapiens (Human),159
O94985,CSTN1_HUMAN,reviewed,Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) (Alzheimer-related cadherin-like protein) (Non-classical cadherin XB31alpha) [Cleaved into: Soluble Alc-alpha (SAlc-alpha); CTF1-alpha (C-terminal fragment 1-alpha)],CLSTN1 CS1 KIAA0911,Homo sapiens (Human),981
Q9H4D0,CSTN2_HUMAN,reviewed,Calsyntenin-2 (Alcadein-gamma) (Alc-gamma),CLSTN2 CS2,Homo sapiens (Human),955
Q9BQT9,CSTN3_HUMAN,reviewed,Calsyntenin-3 (Alcadein-beta) (Alc-beta),CLSTN3 CS3 KIAA0726,Homo sapiens (Human),956
P29279,CTGF_HUMAN,reviewed,Connective tissue growth factor (CCN family member 2) (Hypertrophic chondrocyte-specific protein 24) (Insulin-like growth factor-binding protein 8) (IBP-8) (IGF-binding protein 8) (IGFBP-8),CTGF CCN2 HCS24 IGFBP8,Homo sapiens (Human),349
Q96CG8,CTHR1_HUMAN,reviewed,Collagen triple helix repeat-containing protein 1 (Protein NMTC1),CTHRC1 UNQ762/PRO1550,Homo sapiens (Human),243
P16410,CTLA4_HUMAN,reviewed,Cytotoxic T-lymphocyte protein 4 (Cytotoxic T-lymphocyte-associated antigen 4) (CTLA-4) (CD antigen CD152),CTLA4 CD152,Homo sapiens (Human),223
P17538,CTRB1_HUMAN,reviewed,Chymotrypsinogen B (EC 3.4.21.1) [Cleaved into: Chymotrypsin B chain A; Chymotrypsin B chain B; Chymotrypsin B chain C],CTRB1 CTRB,Homo sapiens (Human),263
Q6GPI1,CTRB2_HUMAN,reviewed,Chymotrypsinogen B2 (EC 3.4.21.1) [Cleaved into: Chymotrypsin B2 chain A; Chymotrypsin B2 chain B; Chymotrypsin B2 chain C],CTRB2,Homo sapiens (Human),263
Q99895,CTRC_HUMAN,reviewed,Chymotrypsin-C (EC 3.4.21.2) (Caldecrin),CTRC CLCR,Homo sapiens (Human),268
P40313,CTRL_HUMAN,reviewed,Chymotrypsin-like protease CTRL-1 (EC 3.4.21.-),CTRL CTRL1,Homo sapiens (Human),264
Q86XM0,CTSRD_HUMAN,reviewed,Cation channel sperm-associated protein subunit delta (CatSper-delta) (CatSperdelta) (Transmembrane protein 146),CATSPERD TMEM146,Homo sapiens (Human),798
Q6ZRH7,CTSRG_HUMAN,reviewed,Cation channel sperm-associated protein subunit gamma,CATSPERG C19orf15,Homo sapiens (Human),1159
Q9Y426,CU025_HUMAN,reviewed,C2 domain-containing protein 2,C2CD2 C21orf25 C21orf258,Homo sapiens (Human),696
Q9UJ94,CU104_HUMAN,reviewed,Putative uncharacterized protein encoded C21orf104,LINC00527 C21orf104,Homo sapiens (Human),153
O60494,CUBN_HUMAN,reviewed,Cubilin (460 kDa receptor) (Intestinal intrinsic factor receptor) (Intrinsic factor-cobalamin receptor) (Intrinsic factor-vitamin B12 receptor),CUBN IFCR,Homo sapiens (Human),3623
O60888,CUTA_HUMAN,reviewed,Protein CutA (Acetylcholinesterase-associated protein) (Brain acetylcholinesterase putative membrane anchor),CUTA ACHAP C6orf82,Homo sapiens (Human),179
Q86UP6,CUZD1_HUMAN,reviewed,CUB and zona pellucida-like domain-containing protein 1 (CUB and ZP domain-containing protein 1) (Transmembrane protein UO-44),CUZD1 UNQ224/PRO257,Homo sapiens (Human),607
C9J442,CV046_HUMAN,reviewed,Uncharacterized protein C22orf46,C22orf46,Homo sapiens (Human),243
Q5JRM2,CX066_HUMAN,reviewed,Uncharacterized protein CXorf66,CXorf66,Homo sapiens (Human),361
A6NGZ8,CX068_HUMAN,reviewed,Uncharacterized protein CXorf68,CXorf68,Homo sapiens (Human),99
P78310,CXAR_HUMAN,reviewed,Coxsackievirus and adenovirus receptor (CAR) (hCAR) (CVB3-binding protein) (Coxsackievirus B-adenovirus receptor) (HCVADR),CXADR CAR,Homo sapiens (Human),365
P19875,CXCL2_HUMAN,reviewed,C-X-C motif chemokine 2 (Growth-regulated protein beta) (Gro-beta) (Macrophage inflammatory protein 2-alpha) (MIP2-alpha) [Cleaved into: GRO-beta(5-73) (GRO-beta-T) (Hematopoietic synergistic factor) (HSF) (SB-251353)],CXCL2 GRO2 GROB MIP2A SCYB2,Homo sapiens (Human),107
P19876,CXCL3_HUMAN,reviewed,C-X-C motif chemokine 3 (GRO-gamma(1-73)) (Growth-regulated protein gamma) (GRO-gamma) (Macrophage inflammatory protein 2-beta) (MIP2-beta) [Cleaved into: GRO-gamma(5-73)],CXCL3 GRO3 GROG SCYB3,Homo sapiens (Human),107
P42830,CXCL5_HUMAN,reviewed,C-X-C motif chemokine 5 (ENA-78(1-78)) (Epithelial-derived neutrophil-activating protein 78) (Neutrophil-activating peptide ENA-78) (Small-inducible cytokine B5) [Cleaved into: ENA-78(8-78); ENA-78(9-78)],CXCL5 ENA78 SCYB5,Homo sapiens (Human),114
P80162,CXCL6_HUMAN,reviewed,"C-X-C motif chemokine 6 (Chemokine alpha 3) (CKA-3) (Granulocyte chemotactic protein 2) (GCP-2) (Small-inducible cytokine B6) [Cleaved into: Small-inducible cytokine B6, N-processed variant 1; Small-inducible cytokine B6, N-processed variant 2; Small-inducible cytokine B6, N-processed variant 3]",CXCL6 GCP2 SCYB6,Homo sapiens (Human),114
P02775,CXCL7_HUMAN,reviewed,Platelet basic protein (PBP) (C-X-C motif chemokine 7) (Leukocyte-derived growth factor) (LDGF) (Macrophage-derived growth factor) (MDGF) (Small-inducible cytokine B7) [Cleaved into: Connective tissue-activating peptide III (CTAP-III) (LA-PF4) (Low-affinity platelet factor IV); TC-2; Connective tissue-activating peptide III(1-81) (CTAP-III(1-81)); Beta-thromboglobulin (Beta-TG); Neutrophil-activating peptide 2(74) (NAP-2(74)); Neutrophil-activating peptide 2(73) (NAP-2(73)); Neutrophil-activating peptide 2 (NAP-2); TC-1; Neutrophil-activating peptide 2(1-66) (NAP-2(1-66)); Neutrophil-activating peptide 2(1-63) (NAP-2(1-63))],PPBP CTAP3 CXCL7 SCYB7 TGB1 THBGB1,Homo sapiens (Human),128
Q07325,CXCL9_HUMAN,reviewed,C-X-C motif chemokine 9 (Gamma-interferon-induced monokine) (Monokine induced by interferon-gamma) (HuMIG) (MIG) (Small-inducible cytokine B9),CXCL9 CMK MIG SCYB9,Homo sapiens (Human),125
P02778,CXL10_HUMAN,reviewed,C-X-C motif chemokine 10 (10 kDa interferon gamma-induced protein) (Gamma-IP10) (IP-10) (Small-inducible cytokine B10) [Cleaved into: CXCL10(1-73)],CXCL10 INP10 SCYB10,Homo sapiens (Human),98
O14625,CXL11_HUMAN,reviewed,C-X-C motif chemokine 11 (Beta-R1) (H174) (Interferon gamma-inducible protein 9) (IP-9) (Interferon-inducible T-cell alpha chemoattractant) (I-TAC) (Small-inducible cytokine B11),CXCL11 ITAC SCYB11 SCYB9B,Homo sapiens (Human),94
O43927,CXL13_HUMAN,reviewed,C-X-C motif chemokine 13 (Angie) (B cell-attracting chemokine 1) (BCA-1) (B lymphocyte chemoattractant) (CXC chemokine BLC) (Small-inducible cytokine B13),CXCL13 BCA1 BLC SCYB13,Homo sapiens (Human),109
O95715,CXL14_HUMAN,reviewed,C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14),CXCL14 MIP2G NJAC SCYB14 PSEC0212 UNQ240/PRO273,Homo sapiens (Human),111
Q9H2A7,CXL16_HUMAN,reviewed,C-X-C motif chemokine 16 (Scavenger receptor for phosphatidylserine and oxidized low density lipoprotein) (SR-PSOX) (Small-inducible cytokine B16) (Transmembrane chemokine CXCL16),CXCL16 SCYB16 SRPSOX UNQ2759/PRO6714,Homo sapiens (Human),254
O00622,CYR61_HUMAN,reviewed,Protein CYR61 (CCN family member 1) (Cysteine-rich angiogenic inducer 61) (Insulin-like growth factor-binding protein 10) (IBP-10) (IGF-binding protein 10) (IGFBP-10) (Protein GIG1),CYR61 CCN1 GIG1 IGFBP10,Homo sapiens (Human),381
P01034,CYTC_HUMAN,reviewed,Cystatin-C (Cystatin-3) (Gamma-trace) (Neuroendocrine basic polypeptide) (Post-gamma-globulin),CST3,Homo sapiens (Human),146
P28325,CYTD_HUMAN,reviewed,Cystatin-D (Cystatin-5),CST5,Homo sapiens (Human),142
O76096,CYTF_HUMAN,reviewed,Cystatin-F (Cystatin-7) (Cystatin-like metastasis-associated protein) (CMAP) (Leukocystatin),CST7,Homo sapiens (Human),145
Q9NRR1,CYTL1_HUMAN,reviewed,Cytokine-like protein 1 (Protein C17),CYTL1 C4orf4 UNQ1942/PRO4425,Homo sapiens (Human),136
Q15828,CYTM_HUMAN,reviewed,Cystatin-M (Cystatin-6) (Cystatin-E),CST6,Homo sapiens (Human),149
P01037,CYTN_HUMAN,reviewed,Cystatin-SN (Cystain-SA-I) (Cystatin-1) (Salivary cystatin-SA-1),CST1,Homo sapiens (Human),141
P01036,CYTS_HUMAN,reviewed,Cystatin-S (Cystatin-4) (Cystatin-SA-III) (Salivary acidic protein 1),CST4,Homo sapiens (Human),141
P09228,CYTT_HUMAN,reviewed,Cystatin-SA (Cystatin-2) (Cystatin-S5),CST2,Homo sapiens (Human),141
Q96J86,CYYR1_HUMAN,reviewed,Cysteine and tyrosine-rich protein 1 (Proline-rich domain-containing protein),CYYR1 C21orf95,Homo sapiens (Human),154
P81534,D103A_HUMAN,reviewed,"Beta-defensin 103 (Beta-defensin 3) (BD-3) (DEFB-3) (HBD3) (hBD-3) (Defensin, beta 103) (Defensin-like protein)",DEFB103A BD3 DEFB103 DEFB3; DEFB103B,Homo sapiens (Human),67
Q8WTQ1,D104A_HUMAN,reviewed,"Beta-defensin 104 (Beta-defensin 4) (BD-4) (DEFB-4) (hBD-4) (Defensin, beta 104)",DEFB104A DEFB104 DEFB4; DEFB104B,Homo sapiens (Human),72
Q8NG35,D105A_HUMAN,reviewed,"Beta-defensin 105 (Beta-defensin 5) (BD-5) (DEFB-5) (Defensin, beta 105)",DEFB105A BD5 DEFB105 DEFB5; DEFB105B,Homo sapiens (Human),78
Q8N104,D106A_HUMAN,reviewed,"Beta-defensin 106 (Beta-defensin 6) (BD-6) (DEFB-6) (Defensin, beta 106)",DEFB106A BD6 DEFB106 DEFB6; DEFB106B,Homo sapiens (Human),65
Q8IZN7,D107A_HUMAN,reviewed,"Beta-defensin 107 (Beta-defensin 7) (BD-7) (DEFB-7) (Defensin, beta 107)",DEFB107A DEFB107 DEFB7; DEFB107B,Homo sapiens (Human),70
A8MXU0,D108A_HUMAN,reviewed,"Putative beta-defensin 108A (Defensin, beta 108A) (Putative beta-defensin 108B pseudogene 1/2)",DEFB108P1 DEFB108A; DEFB108P2,Homo sapiens (Human),73
Q8NET1,D108B_HUMAN,reviewed,"Beta-defensin 108B (Beta-defensin 8) (BD-8) (DEFB-8) (hBD-8) (Defensin, beta 108) (Defensin, beta 108B)",DEFB108B DEFB108 DEFB8,Homo sapiens (Human),73
A6NDD2,D108C_HUMAN,reviewed,Beta-defensin 108B-like,,Homo sapiens (Human),73
P08174,DAF_HUMAN,reviewed,Complement decay-accelerating factor (CD antigen CD55),CD55 CR DAF,Homo sapiens (Human),381
Q14118,DAG1_HUMAN,reviewed,Dystroglycan (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)],DAG1,Homo sapiens (Human),895
Q8N907,DAND5_HUMAN,reviewed,"DAN domain family member 5 (Cerberus-like protein 2) (Cerl-2) (Cysteine knot superfamily 1, BMP antagonist 3) (Gremlin-3)",DAND5 CER2 CKTSF1B3 GREM3 SP1,Homo sapiens (Human),189
Q30KR1,DB109_HUMAN,reviewed,"Beta-defensin 109 (Defensin, beta 109) (Defensin, beta 109, pseudogene 1/1B)",DEFB109P1 DEFB109 DEFB109A; DEFB109P1B,Homo sapiens (Human),87
Q30KQ9,DB110_HUMAN,reviewed,"Beta-defensin 110 (Beta-defensin 10) (DEFB-10) (Beta-defensin 11) (DEFB-11) (Beta-defensin 111) (Defensin, beta 110) (Defensin, beta 111)",DEFB110 DEFB10 DEFB11 DEFB111,Homo sapiens (Human),67
Q30KQ8,DB112_HUMAN,reviewed,"Beta-defensin 112 (Beta-defensin 12) (DEFB-12) (Defensin, beta 112)",DEFB112 DEFB12,Homo sapiens (Human),113
Q30KQ7,DB113_HUMAN,reviewed,"Beta-defensin 113 (Beta-defensin 13) (DEFB-13) (Defensin, beta 113)",DEFB113 DEFB13,Homo sapiens (Human),82
Q30KQ6,DB114_HUMAN,reviewed,"Beta-defensin 114 (Beta-defensin 14) (DEFB-14) (Defensin, beta 114)",DEFB114 DEFB14,Homo sapiens (Human),69
Q30KQ5,DB115_HUMAN,reviewed,"Beta-defensin 115 (Beta-defensin 15) (DEFB-15) (Defensin, beta 115)",DEFB115 DEFB15,Homo sapiens (Human),88
Q30KQ4,DB116_HUMAN,reviewed,"Beta-defensin 116 (Beta-defensin 16) (DEFB-16) (Defensin, beta 116)",DEFB116 DEFB16,Homo sapiens (Human),102
Q96PH6,DB118_HUMAN,reviewed,"Beta-defensin 118 (Beta-defensin 18) (DEFB-18) (Defensin, beta 118) (Epididymal secretory protein 13.6) (ESP13.6)",DEFB118 C20orf63 DEFB18 ESC42,Homo sapiens (Human),123
Q8N690,DB119_HUMAN,reviewed,"Beta-defensin 119 (Beta-defensin 120) (Beta-defensin 19) (DEFB-19) (Beta-defensin 20) (DEFB-20) (Defensin, beta 119) (Defensin, beta 120) (ESC42-RELA)",DEFB119 DEFB120 DEFB19 DEFB20 UNQ2449/PRO5729,Homo sapiens (Human),84
Q5J5C9,DB121_HUMAN,reviewed,"Beta-defensin 121 (Beta-defensin 21) (DEFB-21) (Defensin, beta 121)",DEFB121 DEFB21,Homo sapiens (Human),76
Q8N688,DB123_HUMAN,reviewed,"Beta-defensin 123 (Beta-defensin 23) (DEFB-23) (Defensin, beta 123)",DEFB123 DEFB23 UNQ1963/PRO4485,Homo sapiens (Human),67
Q8NES8,DB124_HUMAN,reviewed,"Beta-defensin 124 (Beta-defensin 24) (DEFB-24) (Defensin, beta 124)",DEFB124 DEFB24,Homo sapiens (Human),71
Q8N687,DB125_HUMAN,reviewed,"Beta-defensin 125 (Beta-defensin 25) (DEFB-25) (Defensin, beta 125)",DEFB125 DEFB25,Homo sapiens (Human),156
Q9BYW3,DB126_HUMAN,reviewed,"Beta-defensin 126 (Beta-defensin 26) (DEFB-26) (Defensin, beta 126) (Epididymal secretory protein 13.2) (ESP13.2)",DEFB126 C20orf8 DEFB26,Homo sapiens (Human),111
Q9H1M4,DB127_HUMAN,reviewed,"Beta-defensin 127 (Beta-defensin 27) (DEFB-27) (Defensin, beta 127)",DEFB127 C20orf73 DEFB27 UNQ1956/PRO6071,Homo sapiens (Human),99
Q7Z7B8,DB128_HUMAN,reviewed,"Beta-defensin 128 (Beta-defensin 28) (DEFB-28) (Defensin, beta 128)",DEFB128 DEFB28,Homo sapiens (Human),93
Q9H1M3,DB129_HUMAN,reviewed,"Beta-defensin 129 (Beta-defensin 29) (DEFB-29) (Defensin, beta 129)",DEFB129 C20orf87 DEFB29 UNQ5794/PRO19599,Homo sapiens (Human),183
Q30KQ2,DB130_HUMAN,reviewed,"Beta-defensin 130 (Beta-defensin 30) (DEFB-30) (Defensin, beta 130)",DEFB130 DEFB30,Homo sapiens (Human),79
P59861,DB131_HUMAN,reviewed,"Beta-defensin 131 (Beta-defensin 31) (DEFB-31) (Defensin, beta 131)",DEFB131 DEFB31,Homo sapiens (Human),70
Q7Z7B7,DB132_HUMAN,reviewed,"Beta-defensin 132 (Beta-defensin 32) (BD-32) (DEFB-32) (Defensin HEL-75) (Defensin, beta 132)",DEFB132 DEFB32 UNQ827/PRO1754,Homo sapiens (Human),95
Q30KQ1,DB133_HUMAN,reviewed,"Beta-defensin 133 (Defensin, beta 133)",DEFB133,Homo sapiens (Human),61
Q4QY38,DB134_HUMAN,reviewed,"Beta-defensin 134 (Defensin, beta 134)",DEFB134,Homo sapiens (Human),66
Q30KP9,DB135_HUMAN,reviewed,"Beta-defensin 135 (Defensin, beta 135)",DEFB135,Homo sapiens (Human),77
Q30KP8,DB136_HUMAN,reviewed,"Beta-defensin 136 (Defensin, beta 136)",DEFB136,Homo sapiens (Human),78
O60477,DBC1_HUMAN,reviewed,Deleted in bladder cancer protein 1 (Protein FAM5A),DBC1 DBCCR1 FAM5A IB3089A,Homo sapiens (Human),761
Q8N8Z6,DCBD1_HUMAN,reviewed,"Discoidin, CUB and LCCL domain-containing protein 1",DCBLD1,Homo sapiens (Human),715
Q96PD2,DCBD2_HUMAN,reviewed,"Discoidin, CUB and LCCL domain-containing protein 2 (CUB, LCCL and coagulation factor V/VIII-homology domains protein 1) (Endothelial and smooth muscle cell-derived neuropilin-like protein)",DCBLD2 CLCP1 ESDN,Homo sapiens (Human),775
P43146,DCC_HUMAN,reviewed,Netrin receptor DCC (Colorectal cancer suppressor) (Immunoglobulin superfamily DCC subclass member 1) (Tumor suppressor protein DCC),DCC IGDCC1,Homo sapiens (Human),1447
P81605,DCD_HUMAN,reviewed,Dermcidin (EC 3.4.-.-) (Preproteolysin) [Cleaved into: Survival-promoting peptide; DCD-1],DCD AIDD DSEP,Homo sapiens (Human),110
Q08345,DDR1_HUMAN,reviewed,Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (HGK2) (Mammary carcinoma kinase 10) (MCK-10) (Protein-tyrosine kinase 3A) (Protein-tyrosine kinase RTK-6) (TRK E) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a),DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE,Homo sapiens (Human),913
Q16832,DDR2_HUMAN,reviewed,"Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (EC 2.7.10.1) (CD167 antigen-like family member B) (Discoidin domain-containing receptor tyrosine kinase 2) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b)",DDR2 NTRKR3 TKT TYRO10,Homo sapiens (Human),855
Q96HY6,DDRGK_HUMAN,reviewed,DDRGK domain-containing protein 1,DDRGK1 C20orf116,Homo sapiens (Human),314
O75398,DEAF1_HUMAN,reviewed,Deformed epidermal autoregulatory factor 1 homolog (Nuclear DEAF-1-related transcriptional regulator) (NUDR) (Suppressin) (Zinc finger MYND domain-containing protein 5),DEAF1 SPN ZMYND5,Homo sapiens (Human),565
P59665,DEF1_HUMAN,reviewed,"Neutrophil defensin 1 (Defensin, alpha 1) (HNP-1) (HP-1) (HP1) [Cleaved into: HP 1-56; Neutrophil defensin 2 (HNP-2) (HP-2) (HP2)]",DEFA1 DEF1 DEFA2 MRS; DEFA1B,Homo sapiens (Human),94
P59666,DEF3_HUMAN,reviewed,"Neutrophil defensin 3 (Defensin, alpha 3) (HNP-3) (HP-3) (HP3) [Cleaved into: HP 3-56; Neutrophil defensin 2 (HNP-2) (HP-2) (HP2)]",DEFA3 DEF3,Homo sapiens (Human),94
P12838,DEF4_HUMAN,reviewed,"Neutrophil defensin 4 (Defensin, alpha 4) (HNP-4) (HP-4)",DEFA4 DEF4,Homo sapiens (Human),97
Q01523,DEF5_HUMAN,reviewed,"Defensin-5 (Defensin, alpha 5) (HD5(20-94)) [Cleaved into: HD5(23-94); HD5(29-94); HD5(56-94); HD5(63-94)]",DEFA5 DEF5,Homo sapiens (Human),94
Q01524,DEF6_HUMAN,reviewed,"Defensin-6 (Defensin, alpha 6)",DEFA6 DEF6,Homo sapiens (Human),100
P60022,DEFB1_HUMAN,reviewed,"Beta-defensin 1 (BD-1) (hBD-1) (Defensin, beta 1)",DEFB1 BD1 HBD1,Homo sapiens (Human),68
Q07507,DERM_HUMAN,reviewed,Dermatopontin (Tyrosine-rich acidic matrix protein) (TRAMP),DPT,Homo sapiens (Human),201
O15263,DFB4A_HUMAN,reviewed,"Beta-defensin 4A (Beta-defensin 2) (BD-2) (hBD-2) (Defensin, beta 2) (Skin-antimicrobial peptide 1) (SAP1)",DEFB4A DEFB102 DEFB2 DEFB4; DEFB4B,Homo sapiens (Human),64
Q6IED9,DG2L7_HUMAN,reviewed,Putative diacylglycerol O-acyltransferase 2-like protein 7 (EC 2.3.1.-),DGAT2L7,Homo sapiens (Human),249
Q8NBQ5,DHB11_HUMAN,reviewed,Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Cutaneous T-cell lymphoma-associated antigen HD-CL-03) (CTCL-associated antigen HD-CL-03) (Dehydrogenase/reductase SDR family member 8) (Retinal short-chain dehydrogenase/reductase 2) (retSDR2),HSD17B11 DHRS8 PAN1B PSEC0029 UNQ207/PRO233,Homo sapiens (Human),300
Q7Z5P4,DHB13_HUMAN,reviewed,17-beta-hydroxysteroid dehydrogenase 13 (17-beta-HSD 13) (EC 1.1.-.-) (Short-chain dehydrogenase/reductase 9),HSD17B13 SCDR9 HMFN0376 UNQ497/PRO1014,Homo sapiens (Human),300
Q15392,DHC24_HUMAN,reviewed,Delta(24)-sterol reductase (EC 1.3.1.72) (24-dehydrocholesterol reductase) (3-beta-hydroxysterol delta-24-reductase) (Diminuto/dwarf1 homolog) (Seladin-1),DHCR24 KIAA0018,Homo sapiens (Human),516
O43323,DHH_HUMAN,reviewed,Desert hedgehog protein (DHH) (HHG-3) [Cleaved into: Desert hedgehog protein N-product; Desert hedgehog protein C-product],DHH,Homo sapiens (Human),396
Q7Z5J1,DHI1L_HUMAN,reviewed,Hydroxysteroid 11-beta-dehydrogenase 1-like protein (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 3) (11-DH3) (11-beta-HSD3) (Short-chain dehydrogenase/reductase 10),HSD11B1L HSD3 SCDR10,Homo sapiens (Human),315
Q6UWP2,DHR11_HUMAN,reviewed,Dehydrogenase/reductase SDR family member 11 (EC 1.-.-.-),DHRS11 UNQ836/PRO1774,Homo sapiens (Human),260
Q6UX07,DHR13_HUMAN,reviewed,Dehydrogenase/reductase SDR family member 13 (EC 1.1.-.-),DHRS13 UNQ419/PRO853,Homo sapiens (Human),377
Q9Y394,DHRS7_HUMAN,reviewed,Dehydrogenase/reductase SDR family member 7 (EC 1.1.-.-) (Retinal short-chain dehydrogenase/reductase 4) (retSDR4),DHRS7 DHRS7A RETSDR4 CGI-86 UNQ285/PRO3448,Homo sapiens (Human),339
Q9BPW9,DHRS9_HUMAN,reviewed,Dehydrogenase/reductase SDR family member 9 (EC 1.1.-.-) (3-alpha hydroxysteroid dehydrogenase) (3-alpha-HSD) (NADP-dependent retinol dehydrogenase/reductase) (RDH-E2) (RDHL) (Short-chain dehydrogenase/reductase retSDR8),DHRS9 UNQ835/PRO1773,Homo sapiens (Human),319
Q8N5I4,DHRSX_HUMAN,reviewed,Dehydrogenase/reductase SDR family member on chromosome X (EC 1.1.-.-) (DHRSXY),DHRSX CXorf11 DHRS5X UNQ6508/PRO21433,Homo sapiens (Human),330
Q9H7Y0,DIA1R_HUMAN,reviewed,Deleted in autism-related protein 1,CXorf36 DIA1R UNQ1862/PRO3743,Homo sapiens (Human),433
Q8NDZ4,DIA1_HUMAN,reviewed,Deleted in autism protein 1,C3orf58 DIA1,Homo sapiens (Human),430
Q01459,DIAC_HUMAN,reviewed,Di-N-acetylchitobiase (EC 3.2.1.-),CTBS CTB,Homo sapiens (Human),385
